time/total_timesteps,train/learning_rate,time/time_elapsed,time/episodes,train/n_updates,rollout/ep_rew_mean,train/ent_coef_loss,train/ent_coef,rollout/ep_len_mean,train/actor_loss,time/fps,train/critic_loss
538029,0.0003,10583,652,537928,296.16551233,-2.002189874649048,0.006877655629068613,796.67,-27.458900451660156,50,0.0930095985531807
541353,0.0003,10655,656,541252,296.22858554000004,0.09157723188400269,0.006886906921863556,796.56,-28.170087814331055,50,0.2298986315727234
544636,0.0003,10727,660,544535,296.26560093000006,-0.11653172969818115,0.006641068030148745,796.2,-27.24266242980957,50,4.234874725341797
547885,0.0003,10799,664,547784,296.1724291,2.1258575916290283,0.006802424788475037,795.56,-27.707326889038086,50,4.1720356941223145
551192,0.0003,10871,668,551091,296.20763676,-1.3447766304016113,0.006663271691650152,795.21,-28.746601104736328,50,0.08052633702754974
554494,0.0003,10944,672,554393,296.21479855,-0.5677576065063477,0.0066441879607737064,794.9,-28.901657104492188,50,0.15954677760601044
557717,0.0003,11004,676,557616,296.27208781,0.39860814809799194,0.0064628333784639835,794.22,-27.97281265258789,50,0.17248041927814484
560931,0.0003,11063,680,560830,296.24444203999997,-2.3357632160186768,0.006876793224364519,793.54,-28.98324966430664,50,0.08238377422094345
564174,0.0003,11122,684,564073,296.3093262,2.4279565811157227,0.006748561281710863,793.04,-27.98187255859375,50,0.08009083569049835
567427,0.0003,11182,688,567326,296.32441568999997,-1.1258620023727417,0.006730943452566862,792.9,-28.470699310302734,50,0.06186898052692413
570705,0.0003,11242,692,570604,296.35785941,1.7305103540420532,0.006556233856827021,792.87,-29.394346237182617,50,0.18030953407287598
574005,0.0003,11303,696,573904,296.32955794000003,-0.029396772384643555,0.0066736601293087006,793.09,-29.641029357910156,50,0.14048980176448822
577205,0.0003,11363,700,577104,296.37263059,1.1268222332000732,0.006591551937162876,792.23,-28.871137619018555,50,0.19757723808288574
580446,0.0003,11422,704,580345,302.05270871999994,0.2761459946632385,0.006708318833261728,798.7,-29.397661209106445,50,4.355221748352051
583708,0.0003,11483,708,583607,312.10627687999994,1.7253060340881348,0.006994693074375391,817.68,-28.75841522216797,50,0.6986095309257507
586986,0.0003,11543,712,586885,312.06823468000005,-0.30590593814849854,0.006636674050241709,817.31,-28.368759155273438,50,0.3665197789669037
589908,0.0003,11598,716,589807,309.66622599000004,-0.9328914284706116,0.006911897100508213,813.1,-29.491092681884766,50,0.086527019739151
593189,0.0003,11659,720,593088,309.68436144,-0.10229718685150146,0.0069050053134560585,812.95,-29.162065505981445,50,0.0940362885594368
596443,0.0003,11718,724,596342,309.80460555999997,-1.1577163934707642,0.006799950264394283,813.28,-29.65104866027832,50,0.05794322490692139
599726,0.0003,11777,728,599625,309.75745966,-0.14347371459007263,0.007099912501871586,813.62,-28.28215789794922,50,0.11653850972652435
603031,0.0003,11838,732,602930,311.33470402999995,-1.0761051177978516,0.006745559629052877,815.4,-27.731672286987305,50,4.128170013427734
606287,0.0003,11897,736,606186,311.43284891999997,-1.8364416360855103,0.0066558984108269215,815.13,-29.35455894470215,50,0.14070798456668854
609512,0.0003,11956,740,609411,311.43050993,-1.4844963550567627,0.006323962472379208,814.64,-27.62965202331543,50,0.08438864350318909
612779,0.0003,12015,744,612678,311.47883481,-0.45415446162223816,0.006449128035455942,814.23,-28.825464248657227,50,0.11359312385320663
616002,0.0003,12074,748,615901,311.49194862,-0.8987189531326294,0.006601038388907909,813.14,-29.272157669067383,51,0.07257082313299179
619280,0.0003,12134,752,619179,311.53265007000005,0.504604697227478,0.006778189446777105,812.51,-29.25764274597168,51,0.12489045411348343
622518,0.0003,12192,756,622417,311.53404481999996,-0.058729059994220734,0.006341110449284315,811.65,-29.5755672454834,51,4.459628105163574
625770,0.0003,12252,760,625669,311.61799844,0.5895191431045532,0.006754597648978233,811.34,-28.12670135498047,51,0.2067137360572815
629014,0.0003,12311,764,628913,311.82388459000003,-0.4205092191696167,0.00660146027803421,811.29,-27.927263259887695,51,0.14303778111934662
632291,0.0003,12371,768,632190,311.92168746000004,2.1231465339660645,0.006372902076691389,810.99,-28.839298248291016,51,4.4098920822143555
635528,0.0003,12430,772,635427,312.01854626,0.6576050519943237,0.006726352032274008,810.34,-29.077661514282227,51,0.045704253017902374
638779,0.0003,12489,776,638678,312.05540546000003,0.22603535652160645,0.006627961061894894,810.62,-29.126659393310547,51,0.08000980317592621
642020,0.0003,12548,780,641919,312.12198917999996,-0.3894038200378418,0.006481022108346224,810.89,-28.91928482055664,51,0.0701865702867508
645300,0.0003,12608,784,645199,312.15478316,-0.08096182346343994,0.006489433813840151,811.26,-28.75419807434082,51,0.2246546596288681
648542,0.0003,12667,788,648441,312.19847104,-0.8740557432174683,0.006440449506044388,811.15,-29.967876434326172,51,0.11244313418865204
651762,0.0003,12726,792,651661,312.22469513000004,-0.49658316373825073,0.006214241497218609,810.57,-29.31883430480957,51,0.13773563504219055
654983,0.0003,12785,796,654882,312.34481337,-1.4702554941177368,0.006671245209872723,809.78,-29.52607536315918,51,0.1782262921333313
658192,0.0003,12844,800,658091,312.37372412,-1.736517071723938,0.0066093155182898045,809.87,-31.107044219970703,51,0.11417696624994278
661408,0.0003,12902,804,661307,312.36905957000005,0.10541974008083344,0.00621775072067976,809.62,-30.018543243408203,51,8.360651016235352
664681,0.0003,12962,808,664580,313.76146593,0.1497829556465149,0.006756072863936424,809.73,-29.747190475463867,51,0.08597622811794281
667954,0.0003,13022,812,667853,313.81172083,-0.48377829790115356,0.006104726810008287,809.68,-29.864774703979492,51,0.043581172823905945
